Time,area,rain
2023-06-22 12:02:00,Eastern District,0 to 1
2023-06-22 12:02:00,Southern District,0 to 1
2023-06-22 12:02:00,Wan Chai,0 to 1
2023-06-22 13:02:00,Wong Tai Sin,0 to 1
2023-06-22 13:02:00,Central & Western District,0 to 3
2023-06-22 13:02:00,Kowloon City,0 to 1
2023-06-22 13:02:00,Sai Kung,0 to 1
2023-06-22 13:02:00,Yau Tsim Mong,0 to 1
2023-06-23 05:02:00,Tsuen Wan,0 to 2
2023-06-23 05:02:00,Central & Western District,0 to 1
2023-06-23 05:02:00,Kwai Tsing,0 to 1
2023-06-23 06:02:00,Kowloon City,0 to 1
2023-06-23 06:02:00,Wan Chai,0 to 1
2023-06-23 06:02:00,Islands District,0 to 1
2023-06-23 06:02:00,Southern District,0 to 2
2023-06-23 06:02:00,Central & Western District,0 to 3
2023-06-23 06:02:00,Sham Shui Po,0 to 5
2023-06-23 06:02:00,Sha Tin,0 to 5
2023-06-23 06:02:00,Yau Tsim Mong,1 to 2
2023-06-23 06:02:00,Wong Tai Sin,1 to 2
2023-06-23 06:02:00,Tai Po,0 to 1
2023-06-23 07:02:00,Islands District,0 to 7
2023-06-23 07:02:00,Tsuen Wan,0 to 6
2023-06-23 07:02:00,Tai Po,0 to 3
2023-06-23 07:02:00,Kwai Tsing,0 to 1
2023-06-23 07:02:00,Yuen Long,0 to 1
2023-06-23 08:02:00,Kwun Tong,1 to 3
2023-06-23 08:02:00,Eastern District,1 to 4
2023-06-23 08:02:00,Southern District,0 to 9
2023-06-23 08:02:00,Sai Kung,0 to 4
2023-06-23 08:02:00,Kowloon City,0 to 1
2023-06-23 08:02:00,North District,0 to 1
2023-06-23 08:02:00,Sha Tin,0 to 1
2023-06-23 08:02:00,Tai Po,0 to 1
2023-06-23 08:02:00,Wan Chai,0 to 1
2023-06-23 08:02:00,Yuen Long,0 to 1
2023-06-23 08:02:00,Wong Tai Sin,2
2023-06-23 09:16:00,North District,0 to 7
2023-06-23 09:16:00,Islands District,0 to 2
2023-06-23 09:16:00,Tai Po,0 to 2
2023-06-23 10:02:00,Sai Kung,0 to 12
2023-06-23 10:02:00,Kwun Tong,0 to 1
2023-06-23 10:02:00,Yuen Long,0 to 2
2023-06-23 10:02:00,Tai Po,0 to 3
2023-06-23 10:02:00,North District,0 to 2
2023-06-23 10:02:00,Southern District,0 to 7
2023-06-23 10:02:00,Eastern District,0 to 9
2023-06-23 10:02:00,Tsuen Wan,0 to 4
2023-06-23 11:31:00,Southern District,0 to 6
2023-06-23 11:31:00,Eastern District,0 to 1
2023-06-23 11:31:00,Sai Kung,0 to 1
2023-06-23 11:31:00,Tai Po,0 to 1
2023-06-23 12:46:00,Eastern District,0 to 5
2023-06-23 12:46:00,Sai Kung,0 to 8
2023-06-23 12:46:00,Southern District,0 to 4
2023-06-23 12:46:00,Kwun Tong,0 to 3
2023-06-23 12:46:00,Tai Po,0 to 2
2023-06-23 12:46:00,Islands District,0 to 1
2023-06-23 14:11:00,Tai Po,0 to 1
2023-06-23 15:06:00,Tsuen Wan,0 to 1
2023-06-23 15:06:00,Yuen Long,0 to 1
2023-06-23 15:06:00,Tuen Mun,0 to 3
2023-06-23 16:11:00,Tuen Mun,0 to 1
2023-06-23 16:11:00,North District,0 to 1
2023-06-23 16:11:00,Tai Po,0 to 1
2023-06-23 16:11:00,Islands District,0 to 4
2023-06-23 16:11:00,Yuen Long,0 to 1
2023-06-23 16:11:00,Kwai Tsing,0 to 1
2023-06-23 17:02:00,Tai Po,0 to 12
2023-06-23 17:02:00,Sai Kung,0 to 3
2023-06-23 17:02:00,Yuen Long,0 to 10
2023-06-23 17:02:00,Tsuen Wan,0 to 6
2023-06-23 18:27:00,Tsuen Wan,1 to 3
2023-06-23 18:27:00,Tai Po,0 to 9
2023-06-23 18:27:00,Kwai Tsing,0 to 5
2023-06-23 18:27:00,North District,0 to 3
2023-06-23 18:27:00,Yuen Long,0 to 2
2023-06-23 18:27:00,Central & Western District,0 to 1
2023-06-23 18:27:00,Islands District,0 to 1
2023-06-23 18:27:00,Tuen Mun,0 to 1
2023-06-23 19:30:00,Islands District,0 to 2
2023-06-23 19:30:00,North District,0 to 1
2023-06-23 19:30:00,Tai Po,0 to 1
2023-06-23 19:30:00,Tsuen Wan,0 to 1
2023-06-23 20:02:00,North District,0 to 1
2023-06-23 20:02:00,Sha Tin,0 to 1
2023-06-23 20:02:00,Islands District,0 to 2
2023-06-23 20:02:00,Kwai Tsing,0 to 4
2023-06-23 20:02:00,Tsuen Wan,0 to 4
2023-06-23 22:02:00,North District,0 to 1
2023-06-24 00:02:00,Sai Kung,0 to 1
2023-06-24 03:41:00,Tsuen Wan,0 to 2
2023-06-24 03:41:00,Sai Kung,0 to 1
2023-06-24 03:41:00,Southern District,0 to 1
2023-06-24 04:02:00,Southern District,0 to 1
2023-06-24 04:02:00,Eastern District,0 to 4
2023-06-24 04:02:00,Sai Kung,0 to 2
2023-06-24 04:02:00,Islands District,0 to 1
2023-06-24 04:02:00,Kwun Tong,0 to 1
2023-06-24 05:36:00,Islands District,0 to 2
2023-06-24 05:36:00,Kwai Tsing,0 to 2
2023-06-24 05:36:00,North District,0 to 3
2023-06-24 05:36:00,Kowloon City,0 to 1
2023-06-24 05:36:00,Southern District,0 to 1
2023-06-24 05:36:00,Central & Western District,0 to 1
2023-06-24 05:36:00,Eastern District,0 to 3
2023-06-24 05:36:00,Sham Shui Po,0 to 2
2023-06-24 05:36:00,Tai Po,0 to 6
2023-06-24 05:36:00,Sha Tin,0 to 6
2023-06-24 05:36:00,Sai Kung,0 to 7
2023-06-24 05:36:00,Yuen Long,0 to 8
2023-06-24 05:36:00,Kwun Tong,3 to 5
2023-06-24 05:36:00,Tsuen Wan,0 to 4
2023-06-24 06:11:00,Wong Tai Sin,0 to 1
2023-06-24 06:11:00,Islands District,0 to 2
2023-06-24 06:11:00,North District,0 to 10
2023-06-24 06:11:00,Sai Kung,0 to 12
2023-06-24 06:11:00,Kowloon City,0 to 2
2023-06-24 06:11:00,Tuen Mun,0 to 3
2023-06-24 06:11:00,Southern District,0 to 2
2023-06-24 06:11:00,Tai Po,0 to 6
2023-06-24 06:11:00,Eastern District,0 to 7
2023-06-24 06:11:00,Sha Tin,0 to 8
2023-06-24 06:11:00,Kwun Tong,2 to 6
2023-06-24 06:11:00,Yuen Long,0 to 5
2023-06-24 07:46:00,Islands District,0 to 6
2023-06-24 07:46:00,North District,0 to 2
2023-06-24 07:46:00,Tuen Mun,0 to 2
2023-06-24 07:46:00,Sai Kung,0 to 1
2023-06-24 07:46:00,Yuen Long,0 to 1
2023-06-24 08:02:00,Kwai Tsing,0 to 1
2023-06-24 08:02:00,Islands District,0 to 1
2023-06-24 08:02:00,Sai Kung,0 to 4
2023-06-24 08:02:00,Tai Po,0 to 5
2023-06-24 08:02:00,North District,0 to 9
2023-06-24 08:02:00,Tsuen Wan,0 to 7
2023-06-24 08:02:00,Yuen Long,0 to 9
2023-06-24 08:02:00,Tuen Mun,0 to 7
2023-06-24 09:02:00,Kowloon City,0 to 1
2023-06-24 09:02:00,North District,0 to 1
2023-06-24 09:02:00,Islands District,0 to 2
2023-06-24 09:02:00,Sha Tin,0 to 5
2023-06-24 09:02:00,Tai Po,0 to 5
2023-06-24 09:02:00,Wong Tai Sin,4 to 5
2023-06-24 09:02:00,Sai Kung,0 to 4
2023-06-24 10:18:00,Southern District,0 to 1
2023-06-24 10:18:00,Central & Western District,0 to 1
2023-06-24 10:18:00,Kwai Tsing,0 to 2
2023-06-24 10:18:00,Tai Po,0 to 3
2023-06-24 10:18:00,Tuen Mun,0 to 3
2023-06-24 10:18:00,North District,0 to 5
2023-06-24 10:18:00,Yuen Long,0 to 6
2023-06-24 10:18:00,Islands District,0 to 9
2023-06-24 10:18:00,Tsuen Wan,0 to 4
2023-06-24 11:02:00,Southern District,0 to 2
2023-06-24 11:02:00,Sha Tin,0 to 11
2023-06-24 11:02:00,Tuen Mun,0 to 18
2023-06-24 11:02:00,Yuen Long,0 to 1
2023-06-24 11:02:00,North District,0 to 2
2023-06-24 11:02:00,Central & Western District,0 to 7
2023-06-24 11:02:00,Tsuen Wan,0 to 4
2023-06-24 11:02:00,Tai Po,0 to 7
2023-06-24 11:02:00,Kwai Tsing,1 to 4
2023-06-24 11:02:00,Sham Shui Po,1 to 8
2023-06-24 11:02:00,Islands District,0 to 34
2023-06-24 12:02:00,Sai Kung,0 to 1
2023-06-24 12:02:00,North District,0 to 11
2023-06-24 12:02:00,Islands District,0 to 11
2023-06-24 12:02:00,Tai Po,0 to 16
2023-06-24 12:02:00,Southern District,0 to 2
2023-06-24 12:02:00,Sha Tin,0 to 1
2023-06-24 12:02:00,Central & Western District,0 to 7
2023-06-24 12:02:00,Yuen Long,1 to 20
2023-06-24 12:02:00,Kwai Tsing,3 to 20
2023-06-24 12:02:00,Tuen Mun,4 to 15
2023-06-24 12:02:00,Tsuen Wan,5 to 24
2023-06-24 12:02:00,Sham Shui Po,0 to 2
2023-06-24 13:31:00,Kwai Tsing,0 to 4
2023-06-24 13:31:00,Sai Kung,0 to 3
2023-06-24 13:31:00,Tsuen Wan,0 to 6
2023-06-24 13:31:00,Central & Western District,0 to 2
2023-06-24 13:31:00,Tai Po,0 to 11
2023-06-24 13:31:00,Yuen Long,0 to 1
2023-06-24 13:31:00,Sha Tin,0 to 6
2023-06-24 13:31:00,Kowloon City,0 to 5
2023-06-24 13:31:00,Islands District,0 to 7
2023-06-24 13:31:00,Tuen Mun,0 to 8
2023-06-24 13:31:00,North District,0 to 9
2023-06-24 13:31:00,Sham Shui Po,3
2023-06-24 13:31:00,Yau Tsim Mong,0 to 5
2023-06-24 14:02:00,Islands District,0 to 33
2023-06-24 14:02:00,Tai Po,0 to 2
2023-06-24 14:02:00,Yuen Long,0 to 9
2023-06-24 14:02:00,Tuen Mun,0 to 20
2023-06-24 15:02:00,Tuen Mun,3 to 14
2023-06-24 15:02:00,Sha Tin,0 to 2
2023-06-24 15:02:00,Yuen Long,0 to 12
2023-06-24 15:02:00,Central & Western District,0 to 1
2023-06-24 15:02:00,Kwai Tsing,0 to 2
2023-06-24 15:02:00,Kowloon City,0 to 1
2023-06-24 15:02:00,Southern District,0 to 1
2023-06-24 15:02:00,Yau Tsim Mong,0 to 1
2023-06-24 15:02:00,Islands District,0 to 12
2023-06-24 15:02:00,Tsuen Wan,0 to 4
2023-06-24 15:02:00,North District,0 to 3
2023-06-24 16:02:00,Southern District,0 to 4
2023-06-24 16:02:00,Sha Tin,0 to 6
2023-06-24 16:02:00,Wong Tai Sin,1
2023-06-24 16:02:00,Yau Tsim Mong,1
2023-06-24 16:02:00,Tuen Mun,0 to 4
2023-06-24 16:02:00,Kwun Tong,1
2023-06-24 16:02:00,North District,1 to 5
2023-06-24 16:02:00,Tai Po,0 to 8
2023-06-24 16:02:00,Islands District,0 to 3
2023-06-24 16:02:00,Eastern District,0 to 4
2023-06-24 16:02:00,Kowloon City,0 to 2
2023-06-24 16:02:00,Kwai Tsing,0 to 1
2023-06-24 16:02:00,Central & Western District,0 to 1
2023-06-24 16:02:00,Sham Shui Po,0 to 1
2023-06-24 16:02:00,Yuen Long,0 to 2
2023-06-24 16:02:00,Wan Chai,0 to 2
2023-06-24 16:02:00,Tsuen Wan,0 to 3
2023-06-24 16:02:00,Sai Kung,0 to 2
2023-06-24 17:02:00,Southern District,0 to 6
2023-06-24 17:02:00,Kowloon City,0 to 1
2023-06-24 17:02:00,Tsuen Wan,0 to 3
2023-06-24 17:02:00,Eastern District,0 to 2
2023-06-24 17:02:00,Kwun Tong,0 to 2
2023-06-24 17:02:00,Islands District,0 to 3
2023-06-24 17:02:00,Central & Western District,0 to 5
2023-06-24 17:02:00,Tai Po,0 to 4
2023-06-24 17:02:00,Sai Kung,0 to 3
2023-06-24 17:02:00,Wan Chai,0 to 4
2023-06-24 17:02:00,Kwai Tsing,0 to 1
2023-06-24 18:02:00,Sha Tin,0 to 2
2023-06-24 18:02:00,Wan Chai,0 to 19
2023-06-24 18:02:00,Southern District,0 to 13
2023-06-24 18:02:00,Tsuen Wan,0 to 3
2023-06-24 18:02:00,Yuen Long,0 to 1
2023-06-24 18:02:00,Tai Po,0 to 4
2023-06-24 18:02:00,Islands District,0 to 8
2023-06-24 18:02:00,Eastern District,0 to 8
2023-06-24 18:02:00,Central & Western District,0 to 8
2023-06-24 18:02:00,Kowloon City,1 to 3
2023-06-24 18:02:00,Yau Tsim Mong,1 to 4
2023-06-24 18:02:00,Kwun Tong,2 to 3
2023-06-24 18:02:00,Wong Tai Sin,2 to 6
2023-06-24 18:02:00,Sai Kung,0 to 2
2023-06-24 18:02:00,Kwai Tsing,0 to 2
2023-06-24 19:54:00,Southern District,0 to 7
2023-06-24 19:54:00,Kowloon City,0 to 1
2023-06-24 19:54:00,Wan Chai,0 to 6
2023-06-24 19:54:00,Sai Kung,0 to 1
2023-06-24 19:54:00,Eastern District,0 to 4
2023-06-24 19:54:00,Tsuen Wan,0 to 6
2023-06-24 19:54:00,Kwun Tong,0 to 3
2023-06-24 19:54:00,Sham Shui Po,0 to 4
2023-06-24 19:54:00,Yuen Long,0 to 1
2023-06-24 19:54:00,Tai Po,0 to 8
2023-06-24 19:54:00,Kwai Tsing,1 to 5
2023-06-24 19:54:00,Central & Western District,1 to 4
2023-06-24 19:54:00,Islands District,0 to 8
2023-06-24 19:54:00,Yau Tsim Mong,1
2023-06-24 19:54:00,Wong Tai Sin,0 to 1
2023-06-24 21:02:00,Kwai Tsing,0 to 1
2023-06-24 21:02:00,Islands District,0 to 12
2023-06-24 21:02:00,Yuen Long,0 to 2
2023-06-24 21:02:00,Tuen Mun,0 to 2
2023-06-24 22:36:00,Tsuen Wan,0 to 7
2023-06-24 22:36:00,Tuen Mun,0 to 1
2023-06-24 22:36:00,Yuen Long,0 to 3
2023-06-24 22:36:00,North District,0 to 1
2023-06-24 22:36:00,Tai Po,0 to 5
2023-06-24 22:36:00,Sai Kung,0 to 9
2023-06-24 22:36:00,Southern District,0 to 2
2023-06-24 22:36:00,Islands District,0 to 9
2023-06-24 22:36:00,Kwun Tong,0 to 1
2023-06-24 22:36:00,Wong Tai Sin,0 to 1
2023-06-24 22:36:00,Kwai Tsing,0 to 8
2023-06-24 23:02:00,North District,0 to 2
2023-06-24 23:02:00,Tsuen Wan,0 to 6
2023-06-24 23:02:00,Sai Kung,0 to 4
2023-06-24 23:02:00,Tai Po,0 to 16
2023-06-24 23:02:00,Yuen Long,0 to 2
2023-06-25 00:02:00,Islands District,0 to 6
2023-06-25 00:02:00,Sai Kung,0 to 6
2023-06-25 01:31:00,North District,0 to 2
2023-06-25 01:31:00,Southern District,0 to 3
2023-06-25 01:31:00,Tuen Mun,0 to 4
2023-06-25 01:31:00,Tsuen Wan,0 to 1
2023-06-25 01:31:00,Sai Kung,0 to 9
2023-06-25 01:31:00,Islands District,0 to 13
2023-06-25 01:31:00,Central & Western District,0 to 3
2023-06-25 01:31:00,Sha Tin,0 to 1
2023-06-25 01:31:00,Tai Po,0 to 5
2023-06-25 02:02:00,Kwai Tsing,0 to 2
2023-06-25 02:02:00,Yuen Long,0 to 8
2023-06-25 02:02:00,Sai Kung,0 to 6
2023-06-25 02:02:00,Eastern District,0 to 13
2023-06-25 02:02:00,Southern District,0 to 23
2023-06-25 02:02:00,Tuen Mun,0 to 7
2023-06-25 02:02:00,Tai Po,0 to 6
2023-06-25 02:02:00,Islands District,0 to 3
2023-06-25 02:02:00,Central & Western District,0 to 21
2023-06-25 02:02:00,Wong Tai Sin,9 to 12
2023-06-25 02:02:00,Sha Tin,0 to 10
2023-06-25 02:02:00,Yau Tsim Mong,6 to 12
2023-06-25 02:02:00,Kowloon City,3 to 10
2023-06-25 02:02:00,Kwun Tong,1 to 8
2023-06-25 02:02:00,Tsuen Wan,0 to 1
2023-06-25 02:02:00,Sham Shui Po,1 to 2
2023-06-25 02:02:00,Wan Chai,0 to 20
2023-06-25 02:02:00,North District,0 to 1
2023-06-25 03:02:00,North District,0 to 17
2023-06-25 03:02:00,Islands District,0 to 15
2023-06-25 03:02:00,Tuen Mun,0 to 1
2023-06-25 03:02:00,Sai Kung,0 to 6
2023-06-25 04:02:00,Islands District,0 to 3
2023-06-25 04:02:00,Tuen Mun,0 to 1
2023-06-25 06:02:00,Yuen Long,0 to 1
2023-06-25 06:02:00,Islands District,0 to 1
2023-06-25 06:02:00,Sai Kung,0 to 5
2023-06-25 07:26:00,Sai Kung,0 to 5
2023-06-25 07:26:00,North District,0 to 1
2023-06-25 07:26:00,Tai Po,0 to 2
2023-06-25 08:46:00,Tai Po,0 to 11
2023-06-25 08:46:00,Sai Kung,0 to 1
2023-06-25 09:31:00,North District,0 to 1
2023-06-25 09:31:00,Islands District,0 to 1
2023-06-25 09:31:00,Sai Kung,0 to 1
2023-06-25 11:02:00,Sha Tin,0 to 1
2023-06-25 11:02:00,Sham Shui Po,0 to 2
2023-06-25 11:02:00,Kowloon City,0 to 1
2023-06-25 11:02:00,Eastern District,0 to 6
2023-06-25 11:02:00,Wong Tai Sin,1
2023-06-25 12:02:00,North District,0 to 2
2023-06-25 12:02:00,Tuen Mun,0 to 2
2023-06-25 12:02:00,Islands District,0 to 1
2023-06-25 14:52:00,Tuen Mun,0 to 6
2023-06-25 16:02:00,Yuen Long,0 to 5
2023-06-25 16:02:00,Tsuen Wan,0 to 1
2023-06-25 16:02:00,Islands District,0 to 1
2023-06-25 16:02:00,Tuen Mun,0 to 7
2023-06-25 16:02:00,Eastern District,0 to 2
2023-06-25 16:02:00,Wong Tai Sin,0 to 3
2023-06-25 16:02:00,Tai Po,0 to 3
2023-06-25 16:02:00,Sai Kung,0 to 4
2023-06-25 16:02:00,North District,0 to 6
2023-06-25 16:02:00,Kwai Tsing,0 to 5
2023-06-25 16:02:00,Kowloon City,1 to 8
2023-06-25 16:02:00,Yau Tsim Mong,0 to 3
2023-06-25 16:21:00,North District,0 to 6
2023-06-25 16:21:00,Kwai Tsing,0 to 5
2023-06-25 16:21:00,Tai Po,0 to 3
2023-06-25 16:21:00,Yuen Long,0 to 5
2023-06-25 16:21:00,Tuen Mun,0 to 7
2023-06-25 16:21:00,Wong Tai Sin,0 to 3
2023-06-25 16:21:00,Eastern District,0 to 2
2023-06-25 16:21:00,Kowloon City,1 to 8
2023-06-25 16:21:00,Yau Tsim Mong,0 to 3
2023-06-25 16:21:00,Islands District,0 to 1
2023-06-25 16:21:00,Tsuen Wan,0 to 1
2023-06-25 16:21:00,Sai Kung,0 to 4
2023-06-25 17:02:00,Sha Tin,0 to 5
2023-06-25 17:02:00,Islands District,0 to 3
2023-06-25 17:02:00,Sai Kung,0 to 1
2023-06-25 17:02:00,Kowloon City,0 to 4
2023-06-25 17:02:00,North District,0 to 4
2023-06-25 17:02:00,Tai Po,0 to 5
2023-06-25 17:02:00,Wong Tai Sin,1 to 3
2023-06-25 17:02:00,Kwun Tong,0 to 2
2023-06-25 19:02:00,Islands District,0 to 1
2023-06-25 19:02:00,Tai Po,0 to 1
2023-06-25 19:02:00,Sai Kung,0 to 8
2023-06-25 22:02:00,Sai Kung,0 to 5
2023-06-26 02:02:00,Sai Kung,0 to 1
2023-06-26 04:02:00,Sai Kung,0 to 6
2023-06-26 04:02:00,Kwun Tong,0 to 1
2023-06-26 05:02:00,Wong Tai Sin,0 to 6
2023-06-26 05:02:00,Tsuen Wan,0 to 2
2023-06-26 05:02:00,Yuen Long,0 to 1
2023-06-26 05:02:00,Central & Western District,0 to 1
2023-06-26 05:02:00,Sai Kung,0 to 6
2023-06-26 05:02:00,Yau Tsim Mong,0 to 1
2023-06-26 05:02:00,Kwai Tsing,0 to 1
2023-06-26 05:02:00,North District,0 to 2
2023-06-26 05:02:00,Sha Tin,0 to 16
2023-06-26 05:02:00,Eastern District,1 to 4
2023-06-26 05:02:00,Tai Po,0 to 1
2023-06-26 05:02:00,Kowloon City,0 to 2
2023-06-26 05:02:00,Kwun Tong,1 to 5
2023-06-26 05:02:00,Southern District,0 to 7
2023-06-26 05:02:00,Wan Chai,0 to 3
2023-06-26 06:52:00,Kowloon City,11 to 24
2023-06-26 06:52:00,Kwun Tong,1 to 4
2023-06-26 06:52:00,Yau Tsim Mong,3 to 8
2023-06-26 06:52:00,Southern District,1 to 20
2023-06-26 06:52:00,Central & Western District,0 to 2
2023-06-26 06:52:00,Wan Chai,0 to 9
2023-06-26 06:52:00,Eastern District,3 to 26
2023-06-26 06:52:00,Wong Tai Sin,5 to 16
2023-06-26 06:52:00,Tsuen Wan,0 to 1
2023-06-26 06:52:00,Yuen Long,0 to 2
2023-06-26 06:52:00,Sai Kung,0 to 6
2023-06-26 06:52:00,Tai Po,0 to 18
2023-06-26 06:52:00,North District,0 to 4
2023-06-26 06:52:00,Islands District,0 to 2
2023-06-26 06:52:00,Sham Shui Po,0 to 2
2023-06-26 06:52:00,Sha Tin,0 to 7
2023-06-26 07:31:00,Eastern District,5 to 19
2023-06-26 07:31:00,Yau Tsim Mong,3 to 6
2023-06-26 07:31:00,Tai Po,0 to 20
2023-06-26 07:31:00,Wong Tai Sin,23 to 50
2023-06-26 07:31:00,Kwun Tong,13 to 31
2023-06-26 07:31:00,Tsuen Wan,0 to 9
2023-06-26 07:31:00,Sham Shui Po,0 to 4
2023-06-26 07:31:00,Wan Chai,0 to 9
2023-06-26 07:31:00,Sha Tin,0 to 78
2023-06-26 07:31:00,Sai Kung,0 to 5
2023-06-26 07:31:00,Kowloon City,8 to 27
2023-06-26 07:31:00,Yuen Long,0 to 2
2023-06-26 07:31:00,Southern District,0 to 5
2023-06-26 07:31:00,Central & Western District,0 to 2
2023-06-26 07:31:00,Kwai Tsing,0 to 4
2023-06-26 07:31:00,North District,0 to 3
2023-06-26 08:46:00,Sai Kung,0 to 8
2023-06-26 08:46:00,Islands District,0 to 3
2023-06-26 08:46:00,Southern District,0 to 5
2023-06-26 08:46:00,Central & Western District,0 to 3
2023-06-26 08:46:00,Eastern District,3 to 16
2023-06-26 08:46:00,Sha Tin,0 to 15
2023-06-26 08:46:00,North District,0 to 6
2023-06-26 08:46:00,Yau Tsim Mong,1 to 2
2023-06-26 08:46:00,Kwun Tong,7 to 10
2023-06-26 08:46:00,Kowloon City,2 to 12
2023-06-26 08:46:00,Tai Po,0 to 9
2023-06-26 08:46:00,Wong Tai Sin,8 to 12
2023-06-26 09:11:00,Sha Tin,0 to 4
2023-06-26 09:11:00,Wan Chai,0 to 3
2023-06-26 09:11:00,Islands District,0 to 2
2023-06-26 09:11:00,Southern District,0 to 21
2023-06-26 09:11:00,Central & Western District,0 to 3
2023-06-26 09:11:00,Kowloon City,0 to 2
2023-06-26 09:11:00,Eastern District,0 to 1
2023-06-26 09:11:00,Yau Tsim Mong,0 to 1
2023-06-26 10:26:00,Tai Po,0 to 1
2023-06-26 10:26:00,Southern District,0 to 9
2023-06-26 10:26:00,Sham Shui Po,0 to 1
2023-06-26 10:26:00,Sha Tin,0 to 1
2023-06-26 10:26:00,Islands District,0 to 1
2023-06-26 10:26:00,Central & Western District,0 to 1
2023-06-26 11:02:00,Central & Western District,0 to 5
2023-06-26 11:02:00,Tsuen Wan,0 to 3
2023-06-26 11:02:00,Kwai Tsing,0 to 13
2023-06-26 12:02:00,Tai Po,0 to 2
2023-06-26 14:16:00,Yuen Long,0 to 3
2023-06-26 15:15:00,Yuen Long,0 to 3
2023-06-26 16:31:00,Tai Po,0 to 1
2023-06-26 17:02:00,Tai Po,0 to 1
2023-06-26 18:02:00,Tsuen Wan,0 to 3
2023-06-26 18:02:00,North District,0 to 2
2023-06-26 18:02:00,Tai Po,0 to 1
2023-06-26 18:02:00,Yuen Long,0 to 2
2023-06-26 19:02:00,Tsuen Wan,0 to 2
2023-06-26 20:02:00,Tai Po,0 to 1
2023-06-26 20:02:00,North District,0 to 1
2023-06-26 21:02:00,Tai Po,0 to 35
2023-06-26 21:02:00,Tsuen Wan,0 to 3
2023-06-26 21:02:00,Sham Shui Po,0 to 25
2023-06-26 21:02:00,Kwai Tsing,0 to 21
2023-06-26 21:02:00,Yuen Long,0 to 21
2023-06-26 22:02:00,Yuen Long,0 to 12
2023-06-26 22:02:00,Tai Po,0 to 20
2023-06-26 22:02:00,Tsuen Wan,0 to 6
2023-06-27 05:02:00,Kwun Tong,0 to 1
2023-06-27 10:02:00,Sha Tin,0 to 7
2023-06-27 15:02:00,Yuen Long,0 to 3
2023-06-27 16:02:00,Tai Po,0 to 1
2023-06-27 19:02:00,Sai Kung,0 to 4
2023-06-27 20:02:00,Sai Kung,0 to 5
2023-06-27 20:02:00,Kwun Tong,0 to 3
2023-06-27 21:02:00,Tai Po,0 to 2
2023-06-27 21:02:00,North District,0 to 1
2023-06-27 22:02:00,Tsuen Wan,0 to 1
2023-06-28 00:02:00,Kwun Tong,0 to 1
2023-06-28 02:02:00,Sham Shui Po,0 to 1
2023-06-28 02:02:00,Sha Tin,0 to 4
2023-06-28 02:02:00,Kwun Tong,0 to 1
2023-06-28 02:02:00,Tai Po,0 to 1
2023-06-28 02:02:00,Wong Tai Sin,0 to 3
2023-06-28 02:02:00,Sai Kung,0 to 2
2023-06-28 02:02:00,Yau Tsim Mong,0 to 1
2023-06-28 03:02:00,Yuen Long,0 to 7
2023-06-28 03:02:00,North District,0 to 5
2023-06-28 03:02:00,Kwai Tsing,0 to 3
2023-06-28 03:02:00,Sha Tin,0 to 2
2023-06-28 03:02:00,Sai Kung,0 to 1
2023-06-28 03:02:00,Tai Po,0 to 1
2023-06-28 03:02:00,Wong Tai Sin,0 to 1
2023-06-28 04:02:00,Islands District,0 to 2
2023-06-28 04:02:00,Sha Tin,0 to 2
2023-06-28 05:02:00,Tsuen Wan,0 to 2
2023-06-28 05:02:00,Tai Po,0 to 3
2023-06-28 05:02:00,Islands District,0 to 1
2023-06-28 05:02:00,North District,0 to 1
2023-06-28 05:02:00,Wong Tai Sin,0 to 1
2023-06-28 05:02:00,Sai Kung,0 to 4
2023-06-28 06:19:00,Tsuen Wan,0 to 5
2023-06-28 06:19:00,Tai Po,0 to 10
2023-06-28 06:19:00,Sham Shui Po,0 to 7
2023-06-28 06:19:00,North District,0 to 7
2023-06-28 06:19:00,Sai Kung,0 to 9
2023-06-28 06:19:00,Sha Tin,1 to 7
2023-06-28 06:19:00,Kowloon City,5 to 7
2023-06-28 06:19:00,Eastern District,2 to 8
2023-06-28 06:19:00,Kwun Tong,0 to 3
2023-06-28 06:19:00,Central & Western District,0 to 2
2023-06-28 06:19:00,Kwai Tsing,0 to 2
2023-06-28 06:19:00,Southern District,0 to 2
2023-06-28 06:19:00,Tuen Mun,0 to 2
2023-06-28 06:19:00,Yau Tsim Mong,2 to 8
2023-06-28 06:19:00,Islands District,0 to 4
2023-06-28 06:19:00,Wong Tai Sin,0 to 9
2023-06-28 07:21:00,Southern District,0 to 4
2023-06-28 07:21:00,Tsuen Wan,0 to 4
2023-06-28 07:21:00,Tai Po,0 to 24
2023-06-28 07:21:00,Central & Western District,0 to 2
2023-06-28 07:21:00,North District,0 to 2
2023-06-28 07:21:00,Sai Kung,0 to 9
2023-06-28 07:21:00,Sha Tin,0 to 1
2023-06-28 07:21:00,Kwun Tong,0 to 1
2023-06-28 07:21:00,Wan Chai,0 to 1
2023-06-28 07:21:00,Yuen Long,0 to 1
2023-06-28 07:21:00,Islands District,0 to 4
2023-06-28 08:31:00,North District,0 to 2
2023-06-28 08:31:00,Eastern District,0 to 19
2023-06-28 08:31:00,Southern District,0 to 4
2023-06-28 08:31:00,Islands District,0 to 4
2023-06-28 08:31:00,Sai Kung,0 to 17
2023-06-28 08:31:00,Sha Tin,0 to 6
2023-06-28 08:31:00,Kwun Tong,0 to 7
